rname,A-site,count
18,4648,1
22,206,12
6,206,91
5,55629,1
11,809,7
21,3587,9
20,20290,3
6,12111,1
20,1274,13
22,6901,1
6,7014,1
6,1957,3
13,20684,3
1,5694,1
16,15320,2
14,3407,11
X,194,9
19,320,77
5,14227,1
19,2361,16
5,98959,4
1,4296,2
18,113877,1
6,629,17
9,1329,13
12,10472,2
17,19349,2
15,1196,5
7,4573,8
7,2212,14
13,3161,2
16,6497,2
8,352,5
16,51984,1
17,47192,1
17,2992,1
16,3584,6
6,3665,1
1,1491,8
19,2209,3
20,1975,8
7,3093,1
1,7508,7
15,10261,2
4,5869,2
10,347,14
12,365,7
17,1615,1
10,776,30
3,76915,2
9,1320,10
X,2003,4
X,410,4
13,1829,1
13,5989,1
15,6254,1
3,4320,2
17,485,5
14,217,106
1,11204,1
2,1935,1
17,464,53
6,1144,9
X,1489,3
11,3112,7
9,6727,2
11,255,105
15,6423,2
18,7579,2
16,879,38
19,1434,3
16,912,55
2,16443,4
11,5862,7
17,4877,2
1,191,118
19,6294,2
9,63017,7
10,51971,1
X,15092,1
5,548,2
15,892,11
12,1744,11
8,39086,2
11,1492,54
2,10182,4
15,9469,3
11,796,3
6,15012,3
6,10857,1
17,23044,3
2,5353,2
11,5275,2
6,2954,2
22,4063,2
13,45347,1
8,9092,2
14,3871,2
9,1511,6
21,3999,1
12,4091,2
11,7201,2
13,1157,4
12,15715,5
17,2612,34
14,7197,3
2,2514,1
9,108795,2
19,1438,7
3,3847,3
5,36579,1
15,9526,1
8,2012,15
5,15771,1
X,1281,17
1,39390,2
17,2601,2
7,3645,1
9,1635,4
10,2608,1
1,3243,9
16,1504,3
3,2048,1
2,3475,1
9,912,5
2,2177,18
1,8176,2
19,468,29
X,5373,1
6,6933,1
5,7681,2
5,1953,32
12,417,44
6,20163,1
1,2209,62
17,2124,11
2,4878,5
19,3315,6
1,9023,1
1,10460,1
12,1240,10
19,49082,2
15,7077,2
5,26704,1
6,4792,2
5,3888,1
6,1812,1
19,7645,5
13,1348,10
5,4761,6
5,2789,2
13,708,2
11,3029,10
1,3574,7
2,33420,2
17,947,68
18,5183,1
5,3674,2
19,224,144
17,6351,6
9,7843,1
3,12074,3
12,2031,2
7,5625,3
6,25827,1
4,1180,2
5,393,6
4,6201,1
17,3579,4
13,2157,3
5,25455,8
5,1387,7
1,158825,2
22,196,13
14,1828,7
19,680,8
16,15495,10
20,6639,17
9,4430,3
2,5913,1
12,59131,1
17,17251,5
7,1721,12
12,4826,3
2,21120,1
5,3306,2
X,1509,4
4,10367,1
7,892,4
4,16551,2
14,1478,4175
5,3484,2
6,5848,5
7,1385,1
11,1602,2
14,3089,1
1,823,40
12,4995,1
2,986,39
6,5202,1
5,218,120
15,40416,2
6,103150,1
20,4181,1
16,3153,1
15,2389,1
3,3500,13
6,1789,5
12,1463,8
6,765,8
22,250,12
2,7667,5
3,1971,8
6,23942,2
4,3044,4
11,4006,7
12,4596,1
3,2687,11
4,5609,2
9,150,26
15,3692,1
6,3651,1
2,1213,32
19,309,67
6,7312,5
X,5195,1
10,4007,15
3,3149,5
20,2101,2
3,2185,9
13,11845,3
10,20220,1
19,1872,10
8,35136,1
2,796,12
1,18566,1
6,15838,1
1,1396,35
16,7202,1
12,11942,1
19,4144,1
5,15163,1
5,13309,2
2,11022,1
13,404,1
11,1453,11
10,1074,8
Y,481,2
X,2354,2
7,3432,55
10,13767,2
X,1063,18
22,10713,1
9,1871,25
15,341,52
14,3768,4
19,1249,1
1,11696,3
6,6071,2
11,2860,1
2,3665,2
2,1012,22
5,4080,1
6,1375,1
17,4612,3
5,7100,14
X,1670,16
5,849,9
9,1585,6
7,3132,1
2,6522,5
6,3390,8
14,4117,1
7,1041,12
12,5678,3
16,2169,3
22,3700,19
13,22038,1
3,632,24
21,5152,6
15,5986,3
14,1751,4
10,24170,2
20,8663,2
11,2245,8
22,9216,4
X,1892,2
20,1549,11
17,2866,2
14,390,2
6,5208,1
14,2394,79
2,8254,5
14,1463,3
1,62984,1
19,430,17
15,3021,5
4,3107,2
19,6868,4
X,4614,1
5,7716,1
8,3344,1
3,9118,1
6,1233,33
1,2452,1
4,840,10
21,58459,61
2,12399,1
14,12065,1
6,10102,3
8,5175,2
20,1170,21
14,10855,3
5,34424,1
14,2630,3
19,899,3
15,4380,1
1,3687,15
21,527,26
17,10528,1
X,4443,6
16,5232,1
18,17398,3
15,6332,3
12,1206,39
11,291,64
16,279,4
9,2223,3
19,2669,2
15,5957,1
7,39784,4
14,1712,3
3,5052,1
4,2249,6
7,3945,1
11,1929,5
3,15916,1
3,1427,6
5,7926,1
10,1618,7
12,1406,3
11,1334,25
21,1202,1
8,75417,1
12,129,124
16,1278,3
10,2422,3
X,12622,6
17,4839,3
2,4556,3
1,4395,8
7,613,2
20,1196,2
10,16856,4
8,6300,1
3,4614,64
20,3636,3
13,21447,1
3,3460,16
8,4877,2
2,18026,2
10,3453,1
3,7500,4
2,113552,1
2,5139,4
19,5373,3
2,15557,2
1,1803,9
17,9960,3
3,2040,1
4,2990,4
19,2265,1
19,7904,2
20,415,5
X,1460,2
21,2781,3
5,15284,2
3,98617,1
1,3681,5
18,119,3
3,83024,1
4,1751,34
20,3618,1
10,2121,1
4,3661,1
12,8899,2
16,2962,2
4,8230,6
20,19511,2
7,1707,3
4,7750,2
7,2443,36
6,898,17
7,9649,2
8,21642,2
5,5286,1
1,7466,4
6,16299,2
2,9621,3
8,3778,9
10,6442,4
15,2915,4
20,928,18
3,570,22
11,6041,2
12,393,22
7,590,29
1,3854,3
3,3562,3
11,4723,3
21,2924,4
4,1871,5
11,7472,8
4,14276,3
17,12583,1
14,2463,4
7,9278,1
15,3277,7
9,1087,13
4,10961,1
22,1851,4
17,5398,7
8,6857,1
1,6479,1
7,3895,7
10,4095,2
5,3584,3
3,182,20
21,2339,2
22,182,5
4,1021,25
1,39389,6
7,3239,14
9,510,9
1,427,43
KI270734.1,657,1
14,22320,1
8,1483,3
15,15884,8
17,13291,1
2,853,5
X,1465,17
14,1549,29
2,3507,2
1,2027,1
8,1346,11
19,7107,4
7,4961,1
12,2413,20
5,3251,3
17,47185,1
2,1913,16
19,2785,74
8,1745,15
22,4446,1
15,15765,4
17,2159,17
20,484,18
1,16180,3
19,1436,3
4,267,2
6,1610,3
6,443,5
6,20981,6
18,985,1
19,3020,8
18,4952,1
14,11016,11
10,1978,17
21,7395,3
4,406,3
10,5277,1
10,6573,1
17,1882,8
1,10793,1
18,739,1
11,2083,7
4,3790,8
21,6005,4
4,2006,9
22,10511,1
6,2732,3
3,2524,2
13,6624,4
5,4888,9
13,916,13
6,1572,1
X,1698,5
4,3286,5
10,1140,1
18,2803,4
2,2404,2
18,10324,10
21,5570,1
19,7636,1
1,405,41
19,7863,1
13,259,4
13,4455,4
16,139,127
1,87676,1
4,4335,1
14,15485,5
7,19921,2
4,961,76
20,23107,1
X,2393,2
1,1649,1
11,6655,1
6,53,81
3,5217,1
6,1944,1
12,1044,9
1,13716,2
5,5060,3
13,19420,1
16,350,10
10,3830,3
17,7303,4
1,32553,1
11,884,40
1,27967,1
4,3460,1
11,4027,2
21,1190,1
13,2832,2
3,8831,3
10,13874,1
5,1884,6
13,15590,1
16,27277,2
5,1477,14
5,53884,1
4,15735,5
12,23159,1
5,8217,3
22,10488,1
1,8192,3
21,835,8
14,4271,1
7,22052,1
3,27060,1
1,10071,2
19,6143,2
2,7204,3
19,32857,4
14,1328,15
11,1713,38
1,4952,28
17,7646,6
12,27673,5
3,22955,8
13,19740,1
3,1538,9
9,795,15
7,8378,1
13,31928,1
19,3837,16
8,3368,8
4,5368,1
9,7794,1
19,3885,3
15,5241,6
1,6188,1
9,2251,1
4,1846,2
6,2789,1
1,7802,2
2,1905,8
5,4815,1
4,1359,9
3,108646,2
22,974,39
12,1600,3
11,4907,11
12,7569,41
5,5775,1
9,1713,2
3,1475,10
14,21036,2
9,3959,1
10,74907,1
13,389,6
10,8008,1
4,11336,6
12,4144,2
5,1926,5
10,507,10
12,2307,47
3,1146,1
X,17444,1
8,2085,6
8,8693,2
9,7675,6
18,46630,1
3,6780,1
8,5691,4
6,4014,6
11,6829,1
5,245,14
11,6309,1
19,629,16
5,9210,1
10,2380,1
X,10619,1
X,738,4
7,4095,1
1,15617,1
5,1287,8
13,15566,1
17,2464,7
19,12015,3
11,148,149
9,1517,6
14,26828,3
2,5055,1
3,8100,3
10,9279,1
13,9352,3
11,4717,1
9,2683,4
14,12738,1
13,2468,1
17,3209,7
2,3602,5
21,242,6
10,271,6
1,2850,3
20,1548,4
11,2333,3
1,2886,1
7,504,8
22,4354,2
6,14077,1
8,410,1
1,1180,11
7,1573,3
6,489,13
X,1100,9
17,3982,21
2,40002,1
7,4262,12
1,9288,3
19,630,5
9,6005,15
17,12281,9
11,2486,4
19,2943,3
13,499,6
3,242,26
9,4010,23
8,7703,1
7,3151,1
6,4361,27
11,242,37
2,13614,10
9,2122,11
18,1778,1
2,32954,3
18,1976,1
19,11805,1
8,527,16
10,2728,2
3,3217,1
17,902,10
3,6235,1
7,23818,2
12,2437,6
9,19181,1
3,20915,1
11,153,62
17,2322,8
8,13164,32
5,2104,79
22,13339,1
12,253,32
14,15480,2
15,4666,3
5,8423,1
7,561,23
5,13687,2
1,1036,11
17,11195,7
3,4722,3
5,4947,5
7,3516,2
10,2395,2
18,2981,2
1,3113,4
16,4438,1
22,1813,3
4,1624,6
7,5221,46
14,3055,1
2,21551,1
1,11975,1
5,1410,5
5,14458,1
12,2583,8
1,4205,1
9,87000,4
4,2848,1
9,2133,2
4,8313,1
7,10894,1
18,5321,2
22,631,4
19,5556,1
3,1864,6
18,17422,3
7,3016,20
1,77401,1
21,4123,2
10,5711,1
11,3633,2
16,2127,6
10,6685,7
3,2686,6
22,5104,2
17,3148,1
14,2329,5
3,2812,2
12,17222,2
22,619,8
11,2304,1
2,2303,3
20,2820,10
10,492,2
2,29216,2
11,2038,5
17,2359,1
5,2615,4
19,15630,2
7,17034,1
7,2193,6
12,259,47
16,6400,2
8,5714,4
X,1096,3
13,1375,1
2,37035,1
4,3615,3
14,302,13
1,8931,2
6,4748,1
7,3200,5
1,4583,2
12,7077,2
16,4259,8
X,3340,1
21,2264,2
6,1656,8
6,29224,1
13,3442,4
3,1408,36
4,13947,2
15,4142,8
3,933,5
8,3110,3
20,1925,6
12,5762,1
5,3522,3
6,22010,3
5,2562,2
16,2762,4
13,2335,2
11,7005,3
11,1760,5
10,7525,5
18,510,1
12,1127,7
10,2635,4
14,942,17
X,266,28
7,3758,1
10,3398,2
9,1553,3
12,8213,1
6,30,31
8,763,4
11,9017,1
14,913,2
KI270718.1,44,4
9,2809,2
14,2678,1
12,1114,3
Y,2937,1
2,4344,2
16,4125,6
21,40,1660907
18,1919,4
5,111200,3
12,682,6
10,4807,1
6,6497,4
12,192,153
15,2559,5
2,1583,8
9,9169,1
6,1015,12
17,4234,28
19,578,6
17,970,41
15,1589,6
10,6684,12
14,1033,2
17,4653,1
16,5201,2
10,5344,1
3,10744,1
12,7505,1
1,19698,35
20,5940,2
17,5752,1
17,8451,1
10,7218,2
2,13797,2
17,2452,1
X,678,37
6,8119,1
2,39309,1
13,6199,3
5,35614,2
5,24604,2
11,1203,7
3,8330,2
3,9581,1
4,11786,3
19,1705,39
19,5308,1
4,25136,2
12,26684,3
3,13577,1
17,2957,28
4,31658,1
17,4109,1
3,7777,7
15,1854,10
14,1531,3
10,6474,1
15,4020,7
17,2876,1
3,1496,5
1,5779,2
3,5066,2
15,1383,7
14,114,41
6,1561,17
16,6593,4
10,4313,9
10,4709,2
X,583,11
21,7253,1
1,4854,1
X,484,11
17,5765,4
15,33935,1
13,20376,1
8,25777,1
7,18615,1
4,2960,1
10,5810,1
19,4220,9
2,2049,15
14,2929,6
1,797,40
4,3381,1
22,16125,1
8,13139,1
12,4626,1
16,10156,1
3,105960,2
19,1150,1
5,8216,2
17,1314,18
2,921,63
4,7248,6
13,289,1
15,4524,1
19,6348,2
7,13932,2
22,94546,1
12,654,21
2,916,25
16,1604,8
5,15853,1
18,2950,4
10,652,1
20,1045,11
19,1912,7
19,4372,3
20,25731,1
14,2741,1
2,4882,1
6,8968,1
9,2940,2
14,5496,2
4,2203,1
22,2733,2
10,2227,4
X,1969,1
10,22629,8
4,172,27
15,6965,1
5,7765,1
19,2425,2
2,8626,9
14,4620,1
14,5046,8
X,6971,3
3,21545,3
X,3232,1
17,15848,9
14,2868,4
2,266,15
3,16080,1
19,3067,2
1,18704,4
1,3949,4
13,2088,3
15,5809,9
13,55635,7
5,1945,1
22,11308,2
14,4327,3
14,897,14
9,1680,4
7,8817,1
14,4781,1
15,3082,3
11,5085,1
10,2856,15
22,5151,2
12,12243,1
14,5166,2
9,4091,2
19,9424,22
11,1499,19
KI270442.1,52,2
3,3613,1
21,3117,3
3,18816,2
2,5975,1
9,1638,1
15,4330,8
4,3734,2
2,9951,1
18,475,5
11,23741,1
17,1442,14
1,2955,8
10,18731,1
18,1970,1
7,35742,2
16,2411,4
22,6254,4
18,13369,2
14,395,7
19,1927,1
5,486,20
22,1645,5
9,3311,1
8,648,12
12,8118,8
17,34911,5
20,23900,1
13,21376,3
18,13366,1
1,2695,9
3,3857,5
15,16451,1
19,3708,2
13,64252,6
12,45930,9
3,1383,4
16,40360,1
1,5511,9
2,2174,2
3,50189,1
5,6871,1
5,67900,41
8,40485,1
19,2463,3
17,1873,4
12,24590,1
16,402,22
20,7231,2
6,928,4
21,158,2
14,731,16
7,8290,6
4,10893,2
5,7440,2
6,2262,1
X,22751,2
6,18327,3
20,1475,5
11,5587,3
13,2767,2
1,206,27
4,1332,9
2,156,80
6,32962,1
16,1139,11
3,434,11
18,545,7
21,1908,2
1,3915,1
16,15453,1
1,52157,1
10,5253,1
13,1868,2
3,2065,3
8,12830,10
4,2240,2
3,7186,1
21,1103,2
3,2222,8
10,4509,3
9,24206,2
19,817,5
6,29223,5
1,848,32
12,205,54
9,409,201
6,233,29
16,2501,3
20,1622,1
17,15091,2
1,5432,2
14,1442,27
16,1097,18
21,404,34
1,6749,1
20,4927,3
1,11709,1
14,17945,3
7,3926,9
7,4338,1
19,6684,1
19,8942,1
12,8583,1
10,627,5
10,857,3
14,1397,8
14,2045,4
7,2739,1
4,1112,10
10,325,2
14,12364,2
15,1548,6
10,10946,17
11,1568,10
10,2594,2
8,8899,2
15,8841,1
22,2298,1
14,2043,8
16,3020,1
12,1585,5
7,6864,4
3,10555,1
9,179,9
8,4214,1
19,1294,4
17,1051,2
17,11766,7
12,74489,1
8,3342,3
12,4045,1
5,13790,2
15,7467,1
20,19751,1
12,6740,1
17,16965,2
1,3436,17
3,359,8
5,130,87
8,2246,4
10,143,20
10,975,4
11,25270,2
9,1441,2
12,1064,7
20,609,1
X,771,5
3,3892,3
20,9780,1
16,3361,2
2,1345,15
9,747,12
17,5924,1
1,3379,1
2,16434,17
11,8840,2
8,35132,1
9,6552,3
X,153,50
4,2634,3
15,2336,2
8,4436,3
9,1221,5
2,11088,26
9,4619,3
5,6873,2
14,1540,4
19,1759,10
17,1903,14
3,4321,3
13,9805,5
17,1166,3
X,67271,12
3,74709,1
14,746,34
9,577,28
4,5341,1
13,354,19
4,6608,1
8,9079,1
1,25962,2
21,552,4
4,2236,7
7,11077,1
16,3359,1
7,8433,1
11,2906,4
7,3097,6
3,172,24
10,677,3
10,1243,9
12,924,8
8,7593,1
2,38683,1
20,15686,5
1,12651,3
12,1403,43
3,3368,7
14,3764,1
8,3601,2
9,163909,3
1,75319,1
3,191,10
11,150,137
Y,3775,2
9,5930,5
12,8906,12
7,2682,2
4,12079,2
4,1689,14
18,2392,3
19,1176,4
14,12590,2
6,12595,7
6,338,5
4,4056,1
8,1443,6
22,4573,1
15,5331,1
3,12964,3
8,37245,2
7,1274,2
3,4264,1
7,7495,5
12,554,7
10,29229,1
2,10161,1
12,2753,1
3,1368,5
14,2757,2
9,3332,5
13,23006,1
11,32000,1
10,3794,4
X,968,5
2,7387,2
3,78321,6
13,6326,2
7,30076,2
14,3186,2
1,4115,3
13,4580,1
16,802,5
7,680,9
12,1130,6
8,5022,1
3,8798,6
1,1748,13
9,1820,3
X,4462,3
3,49557,7
20,3072,15
3,1008,2
12,964,3
8,81182,1
2,5832,5
11,5261,43
X,2809,4
20,458,7
1,32616,1
20,4974,1
12,11052,9
7,1514,6
4,9198,12
11,12639,1
17,160,147
10,3556,5
14,1385,6
6,15087,4
13,6291,1
14,1411,6
17,11590,1
2,2068,5
3,3675,1
14,2668,2
2,516,23
22,2317,6
6,3450,1
4,873,11
1,4967,11
X,600,1
16,467,101
1,18596,5
3,1316,4
3,3754,1
2,6472,1
5,6746,1
14,18497,1
9,12725,72
10,20936,1
11,20527,2
8,4654,2
15,307,6
15,665,9
10,4884,1
9,7465,8
22,25205,1
7,4895,2
1,17689,1
13,6369,1
15,822,48
19,1261,1
1,6814,10
5,1282,73
4,6344,3
17,15866,1
2,10930,8
18,1160,3
X,3547,4
6,1646,2
22,2525,2
1,2679,9
10,3754,4
3,6657,2
3,2118,8
19,4589,4
18,390,3
6,6502,3
1,8052,2
2,5536,1
7,5628,2
22,2718,6
4,523,21
4,1896,1
15,46301,1
15,2637,3
17,3839,5
16,3672,1
1,9513,1
10,30842,1
10,2052,1
1,8899,1
3,1992,2
11,5656,1
X,12081,1
4,3656,2
4,89425,1
12,1811,3
X,6110,4
7,16776,2
1,247,58
2,24362,2
1,1654,57
20,437,21
2,411,8
9,1799,9
5,75157,3
10,2815,2
17,6317,8
19,5649,1
10,182,4
11,68254,38
X,291,6
2,4278,1
9,1326,4
10,11595,1
17,338,37
18,1738,31
11,13650,3
4,2461,17
14,4967,1
16,30193,1
20,3573,1
19,2859,10
1,2725,5
20,287,26
16,4262,1
4,724,1
14,9427,1
2,2872,5
9,1657,66
14,1452,1
19,2684,1
7,61658,3
2,26081,3
7,4663,2
1,17330,2
3,885,6
2,22794,1
1,23553,7
17,116,58
2,11406,1
9,52281,2
19,1306,101
9,4674,20
11,6874,7
8,8194,2
2,4175,1
15,1999,32
2,20553,1
16,2031,2
16,1662,15
14,108,1
16,877,43
2,2518,2
10,3145,1
2,2312,8
15,3030,1
22,6876,3
10,3515,1
13,20683,2
12,3035,2
3,2071,3
5,3357,150
5,155072,1
8,4735,4
19,10663,2
13,1026,1
9,2294,23
10,21016,2
16,9063,2
7,1127,8
X,523,6
1,1513,10
11,2150,1
17,2193,2
15,518,10
7,3080,8
2,3824,2
16,1301,2
1,17399,1
5,3590,4
8,713,4
9,2433,15
12,620,27
3,8107,5
6,1322,2
8,13597,3
4,3422,4
6,8294,1
16,8351,3
8,7371,11
6,16668,1
17,1999,1
19,6762,3
17,1336,23
10,21017,1
16,2839,7
9,19514,7
19,5106,2
7,3853,9
14,4625,3
3,4673,6
19,15222,3
21,516,2
5,3798,1
18,2087,1
6,3303,3
17,1959,8
16,384,11
7,36792,3
20,139,108
12,3905,9
X,2264,4
14,3037,3
9,4962,14
16,3807,1
7,496,6
20,2496,2
5,3438,3
20,2674,5
4,2814,28
3,3359,3
14,7780,1
14,5672,1
3,7808,4
18,41523,2
9,633,12
18,21493,1
12,7250,1
8,18830,3
3,14662,3
10,2530,7
8,363,45
6,650,4
8,106872,1
8,10208,1
22,23276,1
8,13763,3
8,2989,2
11,740,9
14,876,10
9,2181,1
5,3914,5
7,15371,6
KI270728.1,41,27
1,985,16
7,842,1
1,15454,1
2,3473,3
17,2512,2
1,3721,6
3,7497,1
22,1482,2
9,2748,3
19,6387,2
5,17008,1
14,2517,4
7,2015,18
1,9609,2
12,3053,5
5,1493,3
15,4444,1
4,860,7
12,60191,1
1,26392,1
17,938,25
10,30954,1
5,96,9
1,1422,70
19,5019,4
15,2438,3
8,1940,2
7,85337,8
17,3112,2
3,2841,11
2,2764,1
15,3576,2
10,3707,1
15,38646,1
17,46316,2
19,5117,4
13,5223,14
5,2110,3
14,2669,5
19,2450,22
14,357,5
14,575,3
19,1628,1
3,8912,1
12,5435,8
6,1238,13
2,1710,7
1,1943,8
13,3880,2
6,1769,13
10,12685,3
12,7979,1
9,9804,20
9,118458,1
4,6998,1
17,21268,5
17,128247,2
5,1856,4
10,8997,1
8,2290,4
11,6022,1
3,1001,24
4,606,16
4,5080,1
3,3612,3
2,2707,2
1,5947,6
19,1234,20
11,7459,1
20,2461,1
9,2381,2
16,3244,1
4,10489,2
16,23190,1
1,17334,10
6,1042,6
15,1163,10
8,5115,8
15,1436,7
2,556,27
20,1181,2
13,477,8
7,1132,9
4,23709,3
22,7971,23
10,1976,6
13,557,1
20,880,17
3,5174,5
16,36246,11
4,1760,3
1,1897,5
15,5559,1
11,21441,1
18,3600,5
14,1820,6
8,7284,2
7,5962,2
7,10854,1
2,13791,1
20,3201,3
16,682,31
11,1909,12
17,6818,1
3,3230,1
5,263,2
X,371,43
2,663,32
15,780,2
16,2320,114
17,154642,1
3,2303,6
X,3501,4
1,8680,7
5,6002,1
14,1596,4
20,347,17
10,29377,3
2,3812,3
3,1040,12
20,12449,3
18,161,5
1,4988,2
15,809,7
3,12816,1
X,1953,11
8,35334,2
9,15997,3
18,4007,3
1,7627,4
5,1779,4
3,9946,2
18,2884,31
6,2993,3
10,6877,1
X,2685,1
3,124,111
2,8849,1
9,1613,3
15,645,50
1,2459,2
2,1180,15
3,167,51
10,1614,2
7,528,1
13,28155,1
12,5226,8
1,7814,3
2,952,9
14,225,24
2,9669,5
8,726,1
17,1417,5
5,319,9
20,31981,27
10,1712,13
1,3651,6
6,7704,1
18,2503,1
2,92223,2
10,5529,4
12,2637,5
16,4156,1
6,4100,2
9,1677,1
11,6469,8
19,1792,5
17,7972,4
9,74018,3
12,8905,8
9,4669,2
16,1868,1
17,20226,6
15,2005,5
3,3239,1
1,8768,1
7,1188,11
3,4257,15
14,17498,1
13,2428,1
5,1929,8
17,2843,6
21,3540,4
10,2730,2
18,22662,16
3,164699,3
1,19371,1
12,239,46
9,5891,2
13,29325,1
11,8255,1
7,5275,1
7,3644,1
10,2735,8
1,3003,14
22,3913,1
4,4689,1
5,3341,1
11,1265,7
2,977,23
13,6235,4
15,1818,13
8,749,3
18,4207,1
3,3762,2
2,3226,4
10,1056,5
12,2477,7
7,1820,1
22,2061,5
16,15094,1
20,4585,7
21,2371,3
7,3103,2
15,16654,1
5,21819,1
4,426,4
10,3570,3
7,846,1
13,3748,1
22,20923,2
2,16814,3
5,5196,1
16,459,11
2,2900,5
1,9350,6
5,2905,2
X,2787,7
4,30851,3
14,2458,14
12,1601,22
12,8184,1
2,3412,5
2,2673,1
19,5841,54
7,2822,1
1,62315,2
21,1472,9
GL000194.1,34,1
10,392,11
7,8069,1
19,791,7
17,780,21
X,472,10
19,2240,7
8,2656,2
19,14599,4
17,2038,5
19,2173,14
6,1661,6
2,17925,1
12,11198,9
11,13564,1
10,69732,2
2,26332,2
11,1935,11
3,9103,4
4,5099,1
14,13024,1
1,3161,12
13,2108,2
2,4423,11
22,3255,14
3,8185,1
14,102375,2
X,6127,1
8,15118,1
12,115,18
14,2836,17
5,3907,1
1,499,55
15,865,3
20,508,4
5,2457,8
1,711,47
4,9228,3
19,2536,7
5,597,25
18,5862,3
X,589,3
8,100206,2
18,7252,1
4,3135,5
21,300,31
12,3729,3
X,483,17
10,1678,2
16,2638,83
9,72922,6
2,4289,7
2,7235,2
11,3308,5
11,2049,2
11,6155,2
17,5842,5
4,4590,4
20,2733,2
19,3820,2
2,12098,1
9,5173,1
14,12740,3
3,1353,7
20,2365,2
13,12574,1
2,39959,1
1,105937,1
12,16125,1
4,1858,1
17,13341,3
14,1139,3
4,70196,11
5,1113,8
7,161,57
19,4342,1
16,2479,1
1,9234,1
X,1166,3
6,3953,2
19,1353,8
X,5928,1
8,26416,1
7,38207,1
11,301,68
6,22580,2
4,12294,2
16,220,24
22,3887,7
7,10230,1
3,2958,3
13,1996,3
8,8293,6
1,46500,1
6,6398,1
20,1593,1
12,2036,3
4,691,15
1,332,156
14,4843,6
10,30941,2
11,17251,2
2,1465,14
X,557,3
5,3359,66
17,1693,7
7,5027,3
2,2723,10
4,12073,1
10,563,10
19,3107,7
20,649,9
4,155,20
1,5191,3
16,154,59
12,1815,12
3,28082,2
12,4980,6
3,25748,2
X,3254,1
2,740,19
1,3641,2
19,2538,2
14,5763,2
4,22181,1
1,3653,4
15,19145,4
2,4689,2
17,1640,2
5,4722,1
3,14663,2
9,2862,4
16,2939,1
6,1133,7
6,13496,3
16,1086,3
15,930,3
20,1798,6
20,12442,2
X,1132,6
17,918,53
19,1391,53
20,16442,1
10,3214,4
2,2601,18
3,1273,24
5,21041,2
18,614,17
17,2692,4
12,1365,28
7,113,10
4,5628,2
5,2798,16
4,2224,4
19,4943,22
11,9375,1
16,3698,11
5,19220,1
10,5632,3
7,8971,5
1,12016,4
9,4717,2
19,6872,1
20,1214,13
19,18673,1
7,93756,2
14,2413,5
2,1832,12
3,6785,1
7,1266,3
2,3184,1
13,112,1
15,8077,27
5,2309,11
15,18257,8
17,60655,1
1,28942,1
22,3208,1
3,3554,1
13,2808,1
7,1796,99
14,1912,4
1,1335,7
1,9074,18
10,38175,1
2,861,10
5,3508,4
17,3604,3
10,64167,1
1,8522,1
22,2023,1
2,6695,1
15,3786,2
17,5083,1
14,6605,2
13,180,9
3,115285,1
21,4587,2
17,1869,12
16,664,15
1,67859,2
22,4213,3
3,75628,3
X,2592,7
3,9749,1
8,1998,1
9,780,5
2,1044,50
5,3686,7
7,2659,1
14,1935,1
1,30931,1
8,39,12429
3,6055,1
3,22010,2
20,1106,5
1,3250,5
2,14311,2
7,3314,3
7,5243,1
9,4904,1
6,383,24
19,1527,3
14,88435,2
10,3526,1
17,1047,64
15,3653,1
13,2116,2
1,5489,6
3,1462,3
1,261,27
9,1583,4
5,7925,1
3,2903,2
11,1493,56
7,9727,5
3,1646,52
11,6382,2
4,4050,1
7,3298,3
19,1328,4
8,5865,1
8,3300,1
7,1918,3
13,1044,29
12,15982,2
12,1124,19
17,2569,4
13,1662,2
X,1963,3
9,1039,19
1,4016,3
16,37964,1
20,902,7
9,1062,10
22,25131,15
3,2603,6
14,280,28
2,38807,2
5,5835,9
21,3081,1
17,3328,13
3,2914,3
14,49,155
15,7293,1
3,4516,2
4,896,21
4,12292,3
11,11888,1
12,1176,6
6,3468,6
9,29250,2
15,8444,2
7,4732,6
11,2437,1
14,11920,1
7,710,8
15,1833,9
7,2626,7
15,5434,2
5,1813,6
21,1217,10
2,1283,5
16,5387,6
8,21562,2
20,2704,4
2,10549,5
14,2188,4
11,33507,3
7,12485,1
X,8923,1
2,1227,66
20,3292,39
17,45069,4
11,18140,4
16,16521,3
5,4610,2
14,17192,1
8,13570,3
2,1171,16
10,2442,9
13,851,1
7,7031,8
5,14221,5
21,4053,1
8,1426,4
1,859,13
X,5271,1
15,1278,6
6,5834,3
19,27391,4
4,77656,3
X,10128,1
22,150,28
X,4743,1
X,190,10
19,261,31
14,2411,1
10,11836,1
6,6281,1
2,1413,13
17,7053,2
15,49371,1
20,1617,44
20,5355,1
1,8299,3
X,1234,7
5,1170,3
3,6191,2
22,1580,7
20,3343,1
5,20305,3
6,1800,5
6,5479,1
14,8272,1
15,13939,1
3,4277,21
7,15340,1
17,1663,5
2,8262,1
15,4969,1
3,98623,1
11,9383,1
16,4296,1
17,5490,2
10,8818,1
3,53208,2
7,1835,4
2,30926,1
4,472,7
4,175,11
15,3909,16
22,3521,3
5,146050,1
13,7835,3
16,1066,2
12,2560,1
11,4749,10
9,4990,6
19,1869,30
20,3520,7
7,24114,3
2,5626,2
2,3587,17
4,2123,1
1,3284,1
X,1846,1
17,8876,18
21,977,3
16,9824,3
6,8408,1
8,626,12
21,1219,2
21,1546,5
